_input,_num,_widgetName,_source,_resultNumber,_pageUrl,ime_i_prezime_narodnog_poslanika_link,ime_i_prezime_narodnog_poslanika_link/_source,ime_i_prezime_narodnog_poslanika_link/_title,ime_i_prezime_narodnog_poslanika_link/_text,politicka_stranka,mesto,godiste
,106,skupstina-srbije-poslanici,skupstina-srbije-poslanici,106,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DARKO_LAKETI%C4%86.780.891.html,/DARKO_LAKETI%C4%86.780.891.html,,LAKETIĆ Dr DARKO,SNS,Prokuplje,1975.
,107,skupstina-srbije-poslanici,skupstina-srbije-poslanici,107,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILAN_LATKOVI%C4%86.838.891.html,/MILAN_LATKOVI%C4%86.838.891.html,,LATKOVIĆ Dr MILAN,SPS,Ruma Vitojevci,1949.
,108,skupstina-srbije-poslanici,skupstina-srbije-poslanici,108,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NADA_LAZI%C4%86.850.891.html,/NADA_LAZI%C4%86.850.891.html,,LAZIĆ NADA,LSV,Novi Sad,1950.
,109,skupstina-srbije-poslanici,skupstina-srbije-poslanici,109,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MIODRAG_LINTA.596.891.html,/MIODRAG_LINTA.596.891.html,,LINTA MIODRAG,-,Beograd,1969.
,110,skupstina-srbije-poslanici,skupstina-srbije-poslanici,110,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MLADEN_LUKI%C4%86.813.891.html,/MLADEN_LUKI%C4%86.813.891.html,,LUKIĆ MLADEN,SNS,Bajina Bašta,1977.
,111,skupstina-srbije-poslanici,skupstina-srbije-poslanici,111,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VIOLETA_LUTOVAC.830.891.html,/VIOLETA_LUTOVAC.830.891.html,,LUTOVAC VIOLETA,SNS,Varvarin,1986.
,112,skupstina-srbije-poslanici,skupstina-srbije-poslanici,112,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SA%C5%A0A_MAKSIMOVI%C4%86.687.891.html,/SA%C5%A0A_MAKSIMOVI%C4%86.687.891.html,,MAKSIMOVIĆ SAŠA,SNS,Novi Bečej,1976.
,113,skupstina-srbije-poslanici,skupstina-srbije-poslanici,113,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SINI%C5%A0A_MAKSIMOVI%C4%86.845.891.html,/SINI%C5%A0A_MAKSIMOVI%C4%86.845.891.html,,MAKSIMOVIĆ SINIŠA,SPS,Kruševac,1959.
,114,skupstina-srbije-poslanici,skupstina-srbije-poslanici,114,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ALEKSANDRA_MALETI%C4%86.774.891.html,/ALEKSANDRA_MALETI%C4%86.774.891.html,,MALETIĆ ALEKSANDRA,SNS,Novi Sad,1982.
,115,skupstina-srbije-poslanici,skupstina-srbije-poslanici,115,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SNE%C5%BDANA_MALOVI%C4%86.555.891.html,/SNE%C5%BDANA_MALOVI%C4%86.555.891.html,,MALOVIĆ SNEŽANA,SDS,Beograd,1976.
,116,skupstina-srbije-poslanici,skupstina-srbije-poslanici,116,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/LjILjANA_MALU%C5%A0I%C4%86.771.891.html,/LjILjANA_MALU%C5%A0I%C4%86.771.891.html,,MALUŠIĆ LjILjANA,SNS,Beograd Voždovac,1958.
,117,skupstina-srbije-poslanici,skupstina-srbije-poslanici,117,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MARJANA_MARA%C5%A0.834.891.html,/MARJANA_MARA%C5%A0.834.891.html,,MARAŠ MARJANA,SPS,Vrbas Ravno selo,1970.
,118,skupstina-srbije-poslanici,skupstina-srbije-poslanici,118,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/GORJANA_MARINKOVI%C4%86.886.891.html,/GORJANA_MARINKOVI%C4%86.886.891.html,,MARINKOVIĆ GORJANA,PS,Stara Pazova,1990.
,119,skupstina-srbije-poslanici,skupstina-srbije-poslanici,119,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VLADIMIR_MARINKOVI%C4%86+.571.891.html,/VLADIMIR_MARINKOVI%C4%86+.571.891.html,,MARINKOVIĆ prof. dr VLADIMIR,SPDS,Beograd Voždovac,1976.
,120,skupstina-srbije-poslanici,skupstina-srbije-poslanici,120,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MIRJANA_MARJANOVI%C4%86.623.891.html,/MIRJANA_MARJANOVI%C4%86.623.891.html,,MARJANOVIĆ MIRJANA,SNS,Surčin Boljevci,1979.
,121,skupstina-srbije-poslanici,skupstina-srbije-poslanici,121,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VESNA_MARJANOVI%C4%86+.378.891.html,/VESNA_MARJANOVI%C4%86+.378.891.html,,MARJANOVIĆ VESNA,DS,Palilula,1969.
,122,skupstina-srbije-poslanici,skupstina-srbije-poslanici,122,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MIROSLAV_MARKI%C4%86EVI%C4%86.79.891.html,/MIROSLAV_MARKI%C4%86EVI%C4%86.79.891.html,,MARKIĆEVIĆ MIROSLAV,NS,Čačak,1958.
,123,skupstina-srbije-poslanici,skupstina-srbije-poslanici,123,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ALEKSANDAR_MARKOVI%C4%86.806.891.html,/ALEKSANDAR_MARKOVI%C4%86.806.891.html,,MARKOVIĆ ALEKSANDAR,SNS,Beograd,1981.
,124,skupstina-srbije-poslanici,skupstina-srbije-poslanici,124,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DRAGAN+_MARKOVI%C4%86.451.891.html,/DRAGAN+_MARKOVI%C4%86.451.891.html,,MARKOVIĆ DRAGAN,JS,Jagodina Končarevo,1960.
,125,skupstina-srbije-poslanici,skupstina-srbije-poslanici,125,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/JOVAN_MARKOVI%C4%86.854.891.html,/JOVAN_MARKOVI%C4%86.854.891.html,,MARKOVIĆ JOVAN,DS,Užice,1972.
,126,skupstina-srbije-poslanici,skupstina-srbije-poslanici,126,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VESNA_MARKOVI%C4%86.611.891.html,/VESNA_MARKOVI%C4%86.611.891.html,,MARKOVIĆ VESNA,SNS,Beograd Zemun,1974.
,127,skupstina-srbije-poslanici,skupstina-srbije-poslanici,127,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ALEKSANDAR_MARTINOVI%C4%86+.386.891.html,/ALEKSANDAR_MARTINOVI%C4%86+.386.891.html,,MARTINOVIĆ ALEKSANDAR,SNS,Ruma,1976.
,128,skupstina-srbije-poslanici,skupstina-srbije-poslanici,128,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VESNA_MARTINOVI%C4%86.387.891.html,/VESNA_MARTINOVI%C4%86.387.891.html,,MARTINOVIĆ VESNA,DS,Pančevo,1970.
,129,skupstina-srbije-poslanici,skupstina-srbije-poslanici,129,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VEROLjUB_MATI%C4%86.754.891.html,/VEROLjUB_MATI%C4%86.754.891.html,,MATIĆ VEROLjUB,-,Koceljeva,1953.
,130,skupstina-srbije-poslanici,skupstina-srbije-poslanici,130,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/%C5%BDARKO_MI%C4%86IN.811.891.html,/%C5%BDARKO_MI%C4%86IN.811.891.html,,MIĆIN ŽARKO,SNS,Novi Sad,1982.
,131,skupstina-srbije-poslanici,skupstina-srbije-poslanici,131,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DRAGOLjUB_MI%C4%86UNOVI%C4%86+.360.891.html,/DRAGOLjUB_MI%C4%86UNOVI%C4%86+.360.891.html,,MIĆUNOVIĆ prof. dr DRAGOLjUB,DS,Novi Beograd,1930.
,132,skupstina-srbije-poslanici,skupstina-srbije-poslanici,132,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILETI%C4%86_MIHAJLOVI%C4%86.357.891.html,/MILETI%C4%86_MIHAJLOVI%C4%86.357.891.html,,MIHAJLOVIĆ MILETIĆ,SPS,Petrovac na Mlavi,1951.
,133,skupstina-srbije-poslanici,skupstina-srbije-poslanici,133,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/JELENA_MIJATOVI%C4%86.612.891.html,/JELENA_MIJATOVI%C4%86.612.891.html,,MIJATOVIĆ JELENA,SNS,Beograd Palilula,1977.
,134,skupstina-srbije-poslanici,skupstina-srbije-poslanici,134,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILORAD_MIJATOVI%C4%86+.553.891.html,/MILORAD_MIJATOVI%C4%86+.553.891.html,,MIJATOVIĆ dr MILORAD,SPDS,Novi Sad,1947.
,135,skupstina-srbije-poslanici,skupstina-srbije-poslanici,135,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/PREDRAG_MIJATOVI%C4%86.685.891.html,/PREDRAG_MIJATOVI%C4%86.685.891.html,,MIJATOVIĆ Dr PREDRAG,SNS,Vršac,1950.
,136,skupstina-srbije-poslanici,skupstina-srbije-poslanici,136,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/STEFANA_MILADINOVI%C4%86.639.891.html,/STEFANA_MILADINOVI%C4%86.639.891.html,,MILADINOVIĆ STEFANA,SPS,Beograd Rakovica,1981.
,137,skupstina-srbije-poslanici,skupstina-srbije-poslanici,137,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ZORAN_MILEKI%C4%86.790.891.html,/ZORAN_MILEKI%C4%86.790.891.html,,MILEKIĆ ZORAN,SNS,Kučevo,1955.
,138,skupstina-srbije-poslanici,skupstina-srbije-poslanici,138,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILIJA_MILETI%C4%86.789.891.html,/MILIJA_MILETI%C4%86.789.891.html,,MILETIĆ MILIJA,USS,Svrljig,1968.
,139,skupstina-srbije-poslanici,skupstina-srbije-poslanici,139,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/%C4%90OR%C4%90E_MILI%C4%86EVI%C4%86.456.891.html,/%C4%90OR%C4%90E_MILI%C4%86EVI%C4%86.456.891.html,,MILIĆEVIĆ ĐORĐE,SPS,Valjevo,1978.
,140,skupstina-srbije-poslanici,skupstina-srbije-poslanici,140,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DU%C5%A0AN_MILISAVLJEVI%C4%86.512.891.html,/DU%C5%A0AN_MILISAVLJEVI%C4%86.512.891.html,,MILISAVLJEVIĆ prof. dr DUŠAN,DS,Niš Medijana,1968.
,141,skupstina-srbije-poslanici,skupstina-srbije-poslanici,141,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILOSAV_MILOJEVI%C4%86.799.891.html,/MILOSAV_MILOJEVI%C4%86.799.891.html,,MILOJEVIĆ MILOSAV,SNS,Aranđelovac,1954.
,142,skupstina-srbije-poslanici,skupstina-srbije-poslanici,142,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NENAD_MILOSAVLjEVI%C4%86.837.891.html,/NENAD_MILOSAVLjEVI%C4%86.837.891.html,,MILOSAVLjEVIĆ NENAD,SPS,Beograd Stari grad,1954.
,143,skupstina-srbije-poslanici,skupstina-srbije-poslanici,143,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NEVENKA_MILO%C5%A0EVI%C4%86.817.891.html,/NEVENKA_MILO%C5%A0EVI%C4%86.817.891.html,,MILOŠEVIĆ NEVENKA,SNS,Ivanjica,1966.
,144,skupstina-srbije-poslanici,skupstina-srbije-poslanici,144,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VLADAN_MILO%C5%A0EVI%C4%86.816.891.html,/VLADAN_MILO%C5%A0EVI%C4%86.816.891.html,,MILOŠEVIĆ VLADAN,SNS,Vladimirci,1962.
,145,skupstina-srbije-poslanici,skupstina-srbije-poslanici,145,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SA%C5%A0A_MIRKOVI%C4%86.768.891.html,/SA%C5%A0A_MIRKOVI%C4%86.768.891.html,,MIRKOVIĆ SAŠA,-,Zaječar,1972.
,146,skupstina-srbije-poslanici,skupstina-srbije-poslanici,146,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NENAD_MITROVI%C4%86.825.891.html,/NENAD_MITROVI%C4%86.825.891.html,,MITROVIĆ NENAD,SNS,Bujanovac,1973.
,147,skupstina-srbije-poslanici,skupstina-srbije-poslanici,147,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/GORAN_MLADENOVI%C4%86.882.891.html,/GORAN_MLADENOVI%C4%86.882.891.html,,MLADENOVIĆ GORAN,SNS,Vladičin Han,1979.
,148,skupstina-srbije-poslanici,skupstina-srbije-poslanici,148,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/LjUBICA_MRDAKOVI%C4%86++TODOROVI%C4%86.618.891.html,/LjUBICA_MRDAKOVI%C4%86++TODOROVI%C4%86.618.891.html,,MRDAKOVIĆ TODOROVIĆ Dr LjUBICA,SNS,Niš,1962.
,149,skupstina-srbije-poslanici,skupstina-srbije-poslanici,149,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILUTIN_MRKON%D0%88I%C4%86.350.891.html,/MILUTIN_MRKON%D0%88I%C4%86.350.891.html,,MRKONЈIĆ MILUTIN,SPS,Beograd,1942.
,150,skupstina-srbije-poslanici,skupstina-srbije-poslanici,150,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MUJO_MUKOVI%C4%86.693.891.html,/MUJO_MUKOVI%C4%86.693.891.html,,MUKOVIĆ MUJO,BNS,Tutin,1963.
,151,skupstina-srbije-poslanici,skupstina-srbije-poslanici,151,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DEJAN_NEKTARIJEVI%C4%86.871.891.html,/DEJAN_NEKTARIJEVI%C4%86.871.891.html,,NEKTARIJEVIĆ Dr DEJAN,SNS,Smederevska Palanka,1961.
,152,skupstina-srbije-poslanici,skupstina-srbije-poslanici,152,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/LJILJANA_NESTOROVI%C4%86.96.891.html,/LJILJANA_NESTOROVI%C4%86.96.891.html,,NESTOROVIĆ LJILJANA,SPDS,Beograd Voždovac,1968.
,153,skupstina-srbije-poslanici,skupstina-srbije-poslanici,153,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DEJAN_NIKOLI%C4%86.498.891.html,/DEJAN_NIKOLI%C4%86.498.891.html,,NIKOLIĆ DEJAN,DS,Sokobanja,1979.
,154,skupstina-srbije-poslanici,skupstina-srbije-poslanici,154,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DRAGAN_NIKOLI%C4%86.626.891.html,/DRAGAN_NIKOLI%C4%86.626.891.html,,NIKOLIĆ DRAGAN,SNS,Vranje,1960.
,155,skupstina-srbije-poslanici,skupstina-srbije-poslanici,155,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DU%C5%A0ICA_NIKOLI%C4%86.614.891.html,/DU%C5%A0ICA_NIKOLI%C4%86.614.891.html,,NIKOLIĆ DUŠICA,SNS,Beograd,1962.
,156,skupstina-srbije-poslanici,skupstina-srbije-poslanici,156,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILjANA_NIKOLI%C4%86.767.891.html,/MILjANA_NIKOLI%C4%86.767.891.html,,NIKOLIĆ MILjANA,SNS,Kosovska Mitrovica,1971.
,157,skupstina-srbije-poslanici,skupstina-srbije-poslanici,157,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MIODRAG_NIKOLI%C4%86.599.891.html,/MIODRAG_NIKOLI%C4%86.599.891.html,,NIKOLIĆ MIODRAG,-,Jagodina,1950.
,158,skupstina-srbije-poslanici,skupstina-srbije-poslanici,158,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NENAD_NIKOLI%C4%86.815.891.html,/NENAD_NIKOLI%C4%86.815.891.html,,NIKOLIĆ NENAD,SNS,Beograd,1987.
,159,skupstina-srbije-poslanici,skupstina-srbije-poslanici,159,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SANjA_NIKOLI%C4%86.788.891.html,/SANjA_NIKOLI%C4%86.788.891.html,,NIKOLIĆ SANjA,SNS,Beograd Zvezdara,1980.
,160,skupstina-srbije-poslanici,skupstina-srbije-poslanici,160,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/NADICA_NIKOLI%C4%86+TANASIJEVI%C4%86.796.891.html,/NADICA_NIKOLI%C4%86+TANASIJEVI%C4%86.796.891.html,,NIKOLIĆ TANASIJEVIĆ NADICA,SNS,Grocka,1970.
,161,skupstina-srbije-poslanici,skupstina-srbije-poslanici,161,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MILAN_NOVAKOVI%C4%86.862.891.html,/MILAN_NOVAKOVI%C4%86.862.891.html,,NOVAKOVIĆ MILAN,SNS,Novi Sad,1963.
,162,skupstina-srbije-poslanici,skupstina-srbije-poslanici,162,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/JASMINA_OBRADOVI%C4%86.718.891.html,/JASMINA_OBRADOVI%C4%86.718.891.html,,OBRADOVIĆ JASMINA,SNS,Novi Sad,1961.
,163,skupstina-srbije-poslanici,skupstina-srbije-poslanici,163,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MARIJA_OBRADOVI%C4%86.608.891.html,/MARIJA_OBRADOVI%C4%86.608.891.html,,OBRADOVIĆ MARIJA,SNS,Beograd,1974.
,164,skupstina-srbije-poslanici,skupstina-srbije-poslanici,164,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/%C5%BDARKO_OBRADOVI%C4%86+.101.891.html,/%C5%BDARKO_OBRADOVI%C4%86+.101.891.html,,OBRADOVIĆ prof. dr ŽARKO,SPS,Beograd Vračar,1960.
,165,skupstina-srbije-poslanici,skupstina-srbije-poslanici,165,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/MEHO_OMEROVI%C4%86.104.891.html,/MEHO_OMEROVI%C4%86.104.891.html,,OMEROVIĆ MEHO,SPDS,Beograd Palilula,1959.
,166,skupstina-srbije-poslanici,skupstina-srbije-poslanici,166,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VLADIMIR_ORLI%C4%86.779.891.html,/VLADIMIR_ORLI%C4%86.779.891.html,,ORLIĆ dr VLADIMIR,SNS,Beograd Čukarica,1983.
,167,skupstina-srbije-poslanici,skupstina-srbije-poslanici,167,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ALEKSANDAR_PAJOVI%C4%86.832.891.html,/ALEKSANDAR_PAJOVI%C4%86.832.891.html,,PAJOVIĆ Dr ALEKSANDAR,SNS,Lučani,1958.
,168,skupstina-srbije-poslanici,skupstina-srbije-poslanici,168,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/KRSTIMIR_PANTI%C4%86.867.891.html,/KRSTIMIR_PANTI%C4%86.867.891.html,,PANTIĆ KRSTIMIR,SNS,Lazarevac,1972.
,169,skupstina-srbije-poslanici,skupstina-srbije-poslanici,169,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/BILjANA_PANTI%C4%86+PILJA.617.891.html,/BILjANA_PANTI%C4%86+PILJA.617.891.html,,PANTIĆ PILJA BILjANA,SNS,Novi Sad,1983.
,170,skupstina-srbije-poslanici,skupstina-srbije-poslanici,170,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/OLENA_PAPUGA.470.891.html,/OLENA_PAPUGA.470.891.html,,PAPUGA OLENA,LSV,Ruski KrsturKula,1964.
,171,skupstina-srbije-poslanici,skupstina-srbije-poslanici,171,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/BALINT_PASTOR.324.891.html,/BALINT_PASTOR.324.891.html,,PÁSZTOR BÁLINT,SVM,Subotica,1979.
,172,skupstina-srbije-poslanici,skupstina-srbije-poslanici,172,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/OLIVERA_PAULjESKI%C4%86.818.891.html,/OLIVERA_PAULjESKI%C4%86.818.891.html,,PAULjESKIĆ OLIVERA,SNS,Žagubica,1971.
,173,skupstina-srbije-poslanici,skupstina-srbije-poslanici,173,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/DRAGAN_PAUNOVI%C4%86.828.891.html,/DRAGAN_PAUNOVI%C4%86.828.891.html,,PAUNOVIĆ DRAGAN,SNS,Veliko Gradište,1959.
,174,skupstina-srbije-poslanici,skupstina-srbije-poslanici,174,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VERA_PAUNOVI%C4%86.637.891.html,/VERA_PAUNOVI%C4%86.637.891.html,,PAUNOVIĆ VERA,PUPS,Beograd Lazarevac,1947.
,175,skupstina-srbije-poslanici,skupstina-srbije-poslanici,175,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VLADIMIR_PAVI%C4%86EVI%C4%86.857.891.html,/VLADIMIR_PAVI%C4%86EVI%C4%86.857.891.html,,PAVIĆEVIĆ VLADIMIR,NOVA,Zvezdara,1978.
,176,skupstina-srbije-poslanici,skupstina-srbije-poslanici,176,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ZOLTAN_PEK.666.891.html,/ZOLTAN_PEK.666.891.html,,PÉK ZOLTÁN,SVM,Senta,1962.
,177,skupstina-srbije-poslanici,skupstina-srbije-poslanici,177,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/ALEKSANDAR_PERANOVI%C4%86.831.891.html,/ALEKSANDAR_PERANOVI%C4%86.831.891.html,,PERANOVIĆ Dr ALEKSANDAR,SNS,Šabac,1976.
,178,skupstina-srbije-poslanici,skupstina-srbije-poslanici,178,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/SLOBODAN_PERI%C4%86.749.891.html,/SLOBODAN_PERI%C4%86.749.891.html,,PERIĆ SLOBODAN,SNS,Petrovac na Mlavi,1964.
,179,skupstina-srbije-poslanici,skupstina-srbije-poslanici,179,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/OLIVERA_PE%C5%A0I%C4%86.775.891.html,/OLIVERA_PE%C5%A0I%C4%86.775.891.html,,PEŠIĆ OLIVERA,SNS,Leskovac,1979.
,180,skupstina-srbije-poslanici,skupstina-srbije-poslanici,180,http://www.parlament.gov.rs/narodna-skupstina-/sastav/narodni-poslanici/aktuelni-saziv.890.html,http://www.parlament.gov.rs/VLADIMIR+_PETKOVI%C4%86.805.891.html,/VLADIMIR+_PETKOVI%C4%86.805.891.html,,PETKOVIĆ VLADIMIR,SNS,Barajevo,1979.
